sdv_user_id,Timestamp,steps,steps_goal,avg_heart_rate,max_heart_rate,minutes_moderate,minutes_vigorous,weight_kg,activity_label
1009,2023-03-01 00:00:00,22110,8675,70.5,119,140,0,96.0,energetic
1009,2023-03-02 00:00:00,12327,10133,69.1,117,80,0,95.9,energetic
1009,2023-03-03 00:00:00,27926,8286,71.4,121,150,10,95.9,energetic
1009,2023-03-04 00:00:00,17495,11510,69.9,108,95,0,95.8,energetic
1009,2023-03-05 00:00:00,30367,10474,71.7,121,175,5,96.0,energetic
1009,2023-03-06 00:00:00,23802,11777,70.8,121,115,10,96.0,energetic
1009,2023-03-07 00:00:00,35228,10756,72.4,120,195,10,96.0,energetic
1009,2023-03-08 00:00:00,25351,9520,71.1,121,150,10,95.6,energetic
1009,2023-03-09 00:00:00,14901,9108,69.6,121,90,5,95.8,energetic
1009,2023-03-10 00:00:00,23833,9128,71.2,121,135,15,95.7,energetic
1009,2023-03-11 00:00:00,23549,8525,71.3,119,160,0,95.6,energetic
1009,2023-03-12 00:00:00,31486,10387,72.1,123,150,15,95.7,energetic
1009,2023-03-13 00:00:00,47560,11632,72.7,121,175,15,95.6,energetic
1009,2023-03-14 00:00:00,33224,10228,72.6,121,190,10,95.7,energetic
1009,2023-03-15 00:00:00,15382,11869,69.5,111,125,0,95.7,energetic
1009,2023-03-16 00:00:00,17314,10709,70.4,119,120,0,95.4,energetic
1009,2023-03-17 00:00:00,12028,8239,69.0,106,65,0,95.5,energetic
1009,2023-03-18 00:00:00,17638,11244,70.1,126,100,5,95.6,energetic
1009,2023-03-19 00:00:00,17285,8608,70.0,118,130,0,95.5,energetic
1009,2023-03-20 00:00:00,14342,9005,68.9,116,85,0,95.4,energetic
1009,2023-03-21 00:00:00,11132,10957,69.2,113,65,0,95.5,healthy
1009,2023-03-22 00:00:00,13868,9563,69.3,114,105,0,95.7,energetic
1009,2023-03-23 00:00:00,20161,9146,70.6,123,125,5,95.3,energetic
1009,2023-03-24 00:00:00,20827,11034,70.1,122,135,5,95.3,energetic
1009,2023-03-25 00:00:00,18446,9500,69.6,117,110,0,95.3,energetic
1009,2023-03-26 00:00:00,25204,10297,71.2,122,130,25,95.3,energetic
1009,2023-03-27 00:00:00,16081,10163,69.1,119,110,0,95.3,energetic
1009,2023-03-28 00:00:00,8447,8222,68.3,110,30,0,95.2,healthy
1009,2023-03-29 00:00:00,33782,11645,72.0,119,195,0,95.1,energetic
1009,2023-03-30 00:00:00,20588,8776,70.4,116,115,0,95.1,energetic
1009,2023-03-31 00:00:00,28931,11859,71.3,120,140,5,95.1,energetic
1009,2023-04-01 00:00:00,18279,11079,70.1,123,125,5,95.2,energetic
1009,2023-04-02 00:00:00,26427,10886,70.8,124,130,20,95.2,energetic
1009,2023-04-03 00:00:00,25125,9855,71.5,121,145,10,95.2,energetic
1009,2023-04-04 00:00:00,30077,11226,71.9,121,175,10,95.1,energetic
1009,2023-04-05 00:00:00,33674,10063,71.5,120,160,5,95.0,energetic
1009,2023-04-06 00:00:00,34836,10212,72.6,121,205,5,94.9,energetic
1009,2023-04-07 00:00:00,19142,11757,69.5,121,95,5,95.0,energetic
1009,2023-04-08 00:00:00,39262,11650,73.0,120,185,15,95.0,energetic
1009,2023-04-09 00:00:00,21058,11646,70.4,120,130,5,95.0,energetic
1009,2023-04-10 00:00:00,15036,8180,69.5,117,90,0,95.1,energetic
1009,2023-04-11 00:00:00,24195,10692,70.9,119,155,0,94.8,energetic
1009,2023-04-12 00:00:00,17017,9322,69.5,118,120,0,94.7,energetic
1009,2023-04-13 00:00:00,27085,10064,71.8,119,170,0,94.8,energetic
1009,2023-04-14 00:00:00,27120,10720,71.5,121,150,10,94.8,energetic
1009,2023-04-15 00:00:00,18408,9152,70.1,111,130,0,94.9,energetic
1009,2023-04-16 00:00:00,14762,8346,69.0,118,90,0,94.9,energetic
1009,2023-04-17 00:00:00,35585,11106,72.5,120,180,5,94.8,energetic
1009,2023-04-18 00:00:00,7940,11277,68.4,98,45,0,94.5,healthy
1009,2023-04-19 00:00:00,33832,11595,71.9,120,195,10,94.9,energetic
1009,2023-04-20 00:00:00,29597,10378,72.0,121,175,10,94.9,energetic
1009,2023-04-21 00:00:00,49817,10812,73.4,123,205,25,94.5,energetic
1009,2023-04-22 00:00:00,8469,11256,68.1,98,30,0,94.8,healthy
1009,2023-04-23 00:00:00,26547,11885,71.3,117,165,0,94.7,energetic
1009,2023-04-24 00:00:00,27003,8107,71.2,120,155,5,94.5,energetic
1009,2023-04-25 00:00:00,34628,11544,72.0,121,175,10,94.4,energetic
1009,2023-04-26 00:00:00,21216,11176,70.8,115,165,0,94.4,energetic
1009,2023-04-27 00:00:00,23229,10077,71.2,122,145,10,94.4,energetic
1009,2023-04-28 00:00:00,29112,10628,70.6,124,95,20,94.3,energetic
1009,2023-04-29 00:00:00,4743,8054,67.6,97,5,0,94.5,energetic
1009,2023-04-30 00:00:00,27262,9852,70.2,121,100,5,94.3,energetic
1009,2023-05-01 00:00:00,32111,10488,71.6,120,180,5,94.3,energetic
1009,2023-05-02 00:00:00,32556,11273,71.4,122,135,25,94.3,energetic
1009,2023-05-03 00:00:00,9615,9670,68.7,100,50,0,94.1,healthy
1009,2023-05-04 00:00:00,22554,10581,70.3,122,125,10,94.4,energetic
1009,2023-05-05 00:00:00,30094,11825,71.6,121,150,5,94.1,energetic
1009,2023-05-06 00:00:00,42901,10250,72.3,122,160,20,94.1,energetic
1009,2023-05-07 00:00:00,15258,9136,69.5,120,95,5,94.1,energetic
1009,2023-05-08 00:00:00,31629,11158,72.0,125,170,15,94.2,energetic
1009,2023-05-09 00:00:00,26111,11448,71.4,119,160,0,94.1,energetic
1009,2023-05-10 00:00:00,32060,11481,72.0,121,170,5,94.2,energetic
1009,2023-05-11 00:00:00,18336,10125,70.1,121,110,5,94.1,energetic
1009,2023-05-12 00:00:00,25638,10563,70.9,122,140,10,94.1,energetic
1009,2023-05-13 00:00:00,21638,11275,70.2,119,145,0,94.1,energetic
1009,2023-05-14 00:00:00,24397,8909,71.1,122,150,10,94.1,energetic
1009,2023-05-15 00:00:00,28350,10462,71.3,118,180,0,93.9,energetic
1009,2023-05-16 00:00:00,23075,8347,70.6,122,140,5,94.0,energetic
1009,2023-05-17 00:00:00,23022,8726,71.0,116,165,0,94.0,energetic
1009,2023-05-18 00:00:00,23253,10724,70.8,117,145,0,93.7,energetic
1009,2023-05-19 00:00:00,20073,8640,70.4,119,130,0,93.9,energetic
1009,2023-05-20 00:00:00,18013,11714,69.8,117,125,0,93.7,energetic
1009,2023-05-21 00:00:00,30485,11883,72.2,121,150,10,93.9,energetic
1009,2023-05-22 00:00:00,33324,11654,71.3,122,150,10,93.8,energetic
1009,2023-05-23 00:00:00,20038,10209,70.0,120,125,5,93.8,energetic
1009,2023-05-24 00:00:00,21210,10786,70.0,117,125,0,93.6,energetic
1009,2023-05-25 00:00:00,15887,10393,69.6,118,110,0,93.7,energetic
1009,2023-05-26 00:00:00,32228,11785,71.8,120,155,20,93.5,energetic
1009,2023-05-27 00:00:00,32160,9409,72.2,123,200,5,93.4,energetic
1009,2023-05-28 00:00:00,20623,10203,70.3,118,130,0,93.5,energetic
1009,2023-05-29 00:00:00,19097,9253,70.4,120,125,5,93.5,energetic
1009,2023-05-30 00:00:00,31656,10866,71.8,125,150,10,93.5,energetic
1009,2023-05-31 00:00:00,30576,9143,71.6,125,165,15,93.3,energetic
1009,2023-06-01 00:00:00,50259,10056,72.2,119,180,0,93.5,energetic
1009,2023-06-02 00:00:00,29958,9034,71.4,120,160,10,93.4,energetic
1009,2023-06-03 00:00:00,22131,8494,70.6,122,135,5,93.3,energetic
1009,2023-06-04 00:00:00,35842,11165,71.4,122,130,20,93.4,energetic
1009,2023-06-05 00:00:00,15397,11810,69.6,101,70,0,93.5,energetic
1009,2023-06-06 00:00:00,30244,10547,71.1,122,145,10,93.4,energetic
1009,2023-06-07 00:00:00,29149,10643,70.3,125,95,25,93.2,energetic
1009,2023-06-08 00:00:00,34828,11774,72.1,122,150,25,93.3,energetic
1009,2023-06-09 00:00:00,26923,10322,70.1,120,130,5,93.4,energetic
1009,2023-06-10 00:00:00,30106,10396,72.0,119,200,0,93.2,energetic
1009,2023-06-11 00:00:00,35892,11921,71.6,121,165,10,93.2,energetic
1009,2023-06-12 00:00:00,26425,9977,70.9,118,135,0,93.3,energetic
1009,2023-06-13 00:00:00,21264,8900,70.8,118,155,0,93.2,energetic
1009,2023-06-14 00:00:00,18304,9468,70.0,118,125,0,93.1,energetic
1009,2023-06-15 00:00:00,18169,9363,70.0,124,100,5,93.1,energetic
1009,2023-06-16 00:00:00,19156,9863,70.5,115,120,0,93.1,energetic
1009,2023-06-17 00:00:00,20219,9263,70.1,118,125,0,92.9,energetic
1009,2023-06-18 00:00:00,30517,8875,71.7,121,150,10,93.0,energetic
1009,2023-06-19 00:00:00,18500,11844,70.1,115,125,0,93.0,energetic
1009,2023-06-20 00:00:00,26536,11561,71.3,119,145,0,92.9,energetic
1009,2023-06-21 00:00:00,27373,9381,70.8,122,130,15,92.8,energetic
1009,2023-06-22 00:00:00,15579,10432,69.9,120,95,5,92.9,energetic
1009,2023-06-23 00:00:00,25711,11220,71.3,118,175,0,92.8,energetic
1009,2023-06-24 00:00:00,21817,9255,70.8,117,150,0,92.8,energetic
1009,2023-06-25 00:00:00,25226,8770,70.8,119,150,0,92.8,energetic
1009,2023-06-26 00:00:00,18790,11521,70.0,122,125,5,92.7,energetic
1009,2023-06-27 00:00:00,14488,8079,69.5,107,90,0,93.0,energetic
1009,2023-06-28 00:00:00,26858,11086,71.9,119,170,0,92.6,energetic
1009,2023-06-29 00:00:00,32108,11467,71.8,120,150,15,92.7,energetic
1009,2023-06-30 00:00:00,10844,8882,68.9,105,45,0,92.7,healthy
1009,2023-07-01 00:00:00,17960,10866,69.7,121,105,5,92.5,energetic
1009,2023-07-02 00:00:00,20274,11146,70.0,124,120,5,92.6,energetic
1009,2023-07-03 00:00:00,18682,10905,70.3,114,140,0,92.6,energetic
1009,2023-07-04 00:00:00,29985,9411,72.3,118,205,0,92.6,energetic
1009,2023-07-05 00:00:00,9599,9545,68.6,92,20,0,92.6,energetic
1009,2023-07-06 00:00:00,32513,11902,71.8,121,155,10,92.5,energetic
1009,2023-07-07 00:00:00,29759,8906,71.7,121,160,20,92.5,energetic
1009,2023-07-08 00:00:00,23286,8289,70.1,118,125,0,92.4,energetic
1009,2023-07-09 00:00:00,19031,8449,69.8,117,120,0,92.2,energetic
1009,2023-07-10 00:00:00,14020,8886,69.4,111,90,0,92.5,energetic
1009,2023-07-11 00:00:00,15952,8889,69.5,123,95,5,92.3,energetic
1009,2023-07-12 00:00:00,25129,9206,71.1,122,155,10,92.4,energetic
1009,2023-07-13 00:00:00,20474,8175,70.2,121,130,5,92.2,energetic
1009,2023-07-14 00:00:00,21813,9613,70.6,126,110,15,92.2,energetic
1009,2023-07-15 00:00:00,12975,10214,69.0,116,75,0,92.2,energetic
1009,2023-07-16 00:00:00,21200,10951,70.2,118,120,0,92.4,energetic
1009,2023-07-17 00:00:00,22962,8571,70.6,119,140,0,92.2,energetic
1009,2023-07-18 00:00:00,25389,10583,71.3,123,155,5,92.2,energetic
1009,2023-07-19 00:00:00,15392,9976,69.4,115,105,0,92.2,energetic
1009,2023-07-20 00:00:00,22118,9212,70.6,118,140,0,92.2,energetic
1009,2023-07-21 00:00:00,27988,10308,71.2,120,165,5,92.1,energetic
1009,2023-07-22 00:00:00,11049,11717,68.5,101,60,0,92.2,healthy
1009,2023-07-23 00:00:00,15518,10400,69.2,116,105,0,91.8,energetic
1009,2023-07-24 00:00:00,34420,9857,72.1,121,165,20,91.9,energetic
1009,2023-07-25 00:00:00,31526,11779,72.1,122,175,10,92.2,energetic
1009,2023-07-26 00:00:00,23019,10321,70.4,120,130,5,91.9,energetic
1009,2023-07-27 00:00:00,35655,11441,71.8,122,175,15,91.8,energetic
1009,2023-07-28 00:00:00,39003,10018,72.7,122,185,25,92.0,energetic
1009,2023-07-29 00:00:00,23368,10890,70.6,117,160,0,91.9,energetic
1009,2023-07-30 00:00:00,22580,9559,70.0,121,120,5,91.8,energetic
1009,2023-07-31 00:00:00,18620,9052,70.3,119,115,0,91.7,energetic
1009,2023-08-01 00:00:00,21265,10285,70.6,118,135,0,91.8,energetic
1009,2023-08-02 00:00:00,36325,10988,73.0,121,210,20,91.7,energetic
1009,2023-08-03 00:00:00,21979,10682,70.7,120,160,5,91.7,energetic
1009,2023-08-04 00:00:00,18123,9780,69.9,118,125,0,91.7,energetic
1009,2023-08-05 00:00:00,39935,10682,72.8,123,195,15,91.5,energetic
1009,2023-08-06 00:00:00,25644,10576,70.9,119,150,0,91.4,energetic
1009,2023-08-07 00:00:00,22043,11454,70.5,119,130,0,91.5,energetic
1009,2023-08-08 00:00:00,8537,10509,68.3,108,30,0,91.6,healthy
1009,2023-08-09 00:00:00,36291,8594,72.8,118,225,0,91.6,energetic
1009,2023-08-10 00:00:00,21563,10232,70.2,119,140,0,91.4,energetic
1009,2023-08-11 00:00:00,15365,9060,69.1,122,80,5,91.4,energetic
1009,2023-08-12 00:00:00,22143,9227,70.6,116,140,0,91.3,energetic
1009,2023-08-13 00:00:00,16497,11088,69.8,118,110,0,91.2,energetic
1009,2023-08-14 00:00:00,10467,8511,68.5,101,55,0,91.3,healthy
1009,2023-08-15 00:00:00,24988,9694,70.9,118,150,0,91.3,energetic
1009,2023-08-16 00:00:00,18896,8931,69.5,119,115,0,91.4,energetic
1009,2023-08-17 00:00:00,36784,10875,72.2,121,180,10,91.3,energetic
1009,2023-08-18 00:00:00,12778,9372,69.1,103,75,0,91.2,energetic
1009,2023-08-19 00:00:00,23334,9078,70.8,119,140,0,91.2,energetic
1009,2023-08-20 00:00:00,32475,11432,71.4,119,165,0,91.2,energetic
1009,2023-08-21 00:00:00,18738,9910,69.6,118,130,0,91.1,energetic
1009,2023-08-22 00:00:00,25062,10206,71.2,119,165,0,91.2,energetic
1009,2023-08-23 00:00:00,18055,8321,70.4,118,125,0,91.0,energetic
1009,2023-08-24 00:00:00,19880,8225,70.1,117,110,0,91.2,energetic
1009,2023-08-25 00:00:00,24077,8944,70.8,122,155,5,91.1,energetic
1009,2023-08-26 00:00:00,27425,9660,71.2,121,155,10,91.2,energetic
1009,2023-08-27 00:00:00,15504,9931,69.2,120,90,5,91.0,energetic
1009,2023-08-28 00:00:00,21408,8784,70.6,119,140,0,91.1,energetic
1009,2023-08-29 00:00:00,22028,11817,70.2,119,130,0,91.0,energetic
1009,2023-08-30 00:00:00,24445,9010,70.9,117,160,0,91.0,energetic
1009,2023-08-31 00:00:00,12337,9247,68.8,119,95,0,91.0,energetic
1009,2023-09-01 00:00:00,25638,10578,71.0,120,165,5,90.8,energetic
1009,2023-09-02 00:00:00,17675,8988,69.9,115,125,0,91.0,energetic
1009,2023-09-03 00:00:00,5675,9262,67.7,90,5,0,90.9,energetic
1009,2023-09-04 00:00:00,16784,8940,69.6,120,100,5,90.8,energetic
1009,2023-09-05 00:00:00,23998,8316,70.9,120,160,5,90.8,energetic
1009,2023-09-06 00:00:00,17143,8705,69.8,115,100,0,90.8,energetic
1009,2023-09-07 00:00:00,23539,11973,70.7,120,135,5,90.5,energetic
1009,2023-09-08 00:00:00,25610,11435,70.6,117,145,0,90.8,energetic
1009,2023-09-09 00:00:00,15511,8704,68.9,116,90,0,90.5,energetic
1009,2023-09-10 00:00:00,32455,8875,72.2,120,205,5,90.7,energetic
1009,2023-09-11 00:00:00,19757,8276,69.9,119,130,0,90.7,energetic
1009,2023-09-12 00:00:00,28512,10656,71.4,120,145,10,90.7,energetic
1009,2023-09-13 00:00:00,24402,9399,71.4,116,175,0,90.5,energetic
1009,2023-09-14 00:00:00,25324,10059,70.7,121,155,5,90.6,energetic
1009,2023-09-15 00:00:00,13871,8055,69.7,101,60,0,90.6,energetic
1009,2023-09-16 00:00:00,10710,9243,68.5,111,55,0,90.3,healthy
1009,2023-09-17 00:00:00,31405,10664,71.6,125,135,35,90.4,over_exercise
1009,2023-09-18 00:00:00,17715,10620,69.3,118,115,0,90.7,energetic
1009,2023-09-19 00:00:00,25458,11676,70.4,123,130,10,90.6,energetic
1009,2023-09-20 00:00:00,31663,11320,71.7,120,170,10,90.4,energetic
1009,2023-09-21 00:00:00,14018,11114,69.2,121,95,5,90.4,energetic
1009,2023-09-22 00:00:00,24727,8881,70.6,120,140,5,90.3,energetic
1009,2023-09-23 00:00:00,22542,10868,70.4,120,135,5,90.4,energetic
1009,2023-09-24 00:00:00,7422,11122,68.0,91,15,0,90.2,energetic
1009,2023-09-25 00:00:00,13802,8936,68.9,115,90,0,90.2,energetic
1009,2023-09-26 00:00:00,12131,9031,69.1,105,60,0,90.2,energetic
1009,2023-09-27 00:00:00,18237,9025,69.8,115,135,0,90.1,energetic
1009,2023-09-28 00:00:00,25798,11088,70.7,120,150,10,90.2,energetic
1009,2023-09-29 00:00:00,16638,9229,69.4,121,100,5,90.1,energetic
1009,2023-09-30 00:00:00,14778,8341,69.3,124,85,5,90.2,energetic
1009,2023-10-01 00:00:00,30419,11598,71.5,122,150,5,90.2,energetic
1009,2023-10-02 00:00:00,24329,10582,70.8,125,145,5,90.0,energetic
1009,2023-10-03 00:00:00,51698,11861,72.6,120,200,15,90.0,energetic
1009,2023-10-04 00:00:00,43020,10204,73.4,120,225,10,90.1,energetic
1009,2023-10-05 00:00:00,16767,8834,69.3,118,105,0,90.1,energetic
1009,2023-10-06 00:00:00,19506,10828,69.8,118,130,0,89.9,energetic
1009,2023-10-07 00:00:00,32721,11399,70.9,121,140,5,89.9,energetic
1009,2023-10-08 00:00:00,28880,8574,70.8,120,160,5,89.8,energetic
1009,2023-10-09 00:00:00,27150,11656,70.3,119,150,0,90.0,energetic
1009,2023-10-10 00:00:00,42402,11133,72.3,123,155,20,89.9,energetic
1009,2023-10-11 00:00:00,30825,11220,71.6,121,160,10,89.8,energetic
1009,2023-10-12 00:00:00,13822,8410,69.3,119,80,0,89.8,energetic
1009,2023-10-13 00:00:00,29687,11905,70.8,125,135,10,89.9,energetic
1009,2023-10-14 00:00:00,21462,9530,70.6,119,160,0,89.6,energetic
1009,2023-10-15 00:00:00,24294,11674,70.4,121,125,10,89.7,energetic
1009,2023-10-16 00:00:00,14962,9783,69.1,114,95,0,89.7,energetic
1009,2023-10-17 00:00:00,16092,8433,69.1,117,105,0,89.8,energetic
1009,2023-10-18 00:00:00,28948,10262,70.9,121,155,5,89.7,energetic
1009,2023-10-19 00:00:00,20169,11644,70.2,117,125,0,89.6,energetic
1009,2023-10-20 00:00:00,37018,9407,72.1,120,175,10,89.5,energetic
1009,2023-10-21 00:00:00,17745,8052,70.0,115,125,0,89.6,energetic
1009,2023-10-22 00:00:00,37346,11910,72.2,122,175,15,89.5,energetic
1009,2023-10-23 00:00:00,17148,11590,69.9,118,105,0,89.3,energetic
1009,2023-10-24 00:00:00,26371,9225,71.4,118,170,0,89.7,energetic
1009,2023-10-25 00:00:00,22138,11545,70.2,120,140,5,89.4,energetic
1009,2023-10-26 00:00:00,26185,11085,70.1,121,100,15,89.2,energetic
1009,2023-10-27 00:00:00,12671,8524,69.2,105,80,0,89.1,energetic
1009,2023-10-28 00:00:00,28089,10071,70.2,122,125,15,89.3,energetic
1009,2023-10-29 00:00:00,16408,9033,69.2,121,85,5,89.5,energetic
1009,2023-10-30 00:00:00,26646,10257,71.1,119,165,0,89.0,energetic
1009,2023-10-31 00:00:00,33898,9213,72.3,118,190,0,89.2,energetic
1009,2023-11-01 00:00:00,27139,9713,71.5,120,150,10,89.3,energetic
1009,2023-11-02 00:00:00,22350,10267,70.1,120,160,5,89.1,energetic
1009,2023-11-03 00:00:00,44882,11985,71.6,125,150,20,89.0,energetic
1009,2023-11-04 00:00:00,24787,11189,70.1,122,130,5,89.1,energetic
1009,2023-11-05 00:00:00,10221,11299,68.3,111,80,0,89.1,healthy
1009,2023-11-06 00:00:00,30950,9280,71.0,123,160,10,89.3,energetic
1009,2023-11-07 00:00:00,16131,10164,69.8,124,95,5,89.0,energetic
1009,2023-11-08 00:00:00,22518,10856,70.7,116,170,0,89.0,energetic
1009,2023-11-09 00:00:00,20433,11435,69.8,118,135,0,89.0,energetic
1009,2023-11-10 00:00:00,18729,9722,69.9,120,130,5,89.0,energetic
1009,2023-11-11 00:00:00,24742,10563,71.0,119,175,0,88.9,energetic
1009,2023-11-12 00:00:00,28457,11222,71.2,123,155,15,89.0,energetic
1009,2023-11-13 00:00:00,28442,10962,70.9,122,140,10,88.9,energetic
1009,2023-11-14 00:00:00,24057,11333,70.3,122,120,5,88.9,energetic
1009,2023-11-15 00:00:00,25145,11635,70.9,121,125,10,88.6,energetic
1009,2023-11-16 00:00:00,20139,11074,70.3,117,115,0,88.8,energetic
1009,2023-11-17 00:00:00,13552,9126,69.2,115,85,0,88.8,energetic
1009,2023-11-18 00:00:00,15446,10516,69.2,117,110,0,88.8,energetic
1009,2023-11-19 00:00:00,25310,9133,70.0,122,125,5,88.7,energetic
1009,2023-11-20 00:00:00,40837,11880,72.0,122,195,5,88.8,energetic
1009,2023-11-21 00:00:00,24363,11967,70.5,120,140,5,88.8,energetic
1009,2023-11-22 00:00:00,28084,9529,71.2,122,170,10,88.8,energetic
1009,2023-11-23 00:00:00,25723,11135,70.5,117,140,0,88.8,energetic
1009,2023-11-24 00:00:00,21519,10781,70.5,118,140,0,88.6,energetic
1009,2023-11-25 00:00:00,22852,10099,70.4,120,145,5,88.7,energetic
1009,2023-11-26 00:00:00,15855,11323,69.3,117,110,0,88.5,energetic
1009,2023-11-27 00:00:00,33227,10381,71.9,121,165,5,88.5,energetic
1009,2023-11-28 00:00:00,31726,10687,71.8,121,180,10,88.4,energetic
1009,2023-11-29 00:00:00,37536,11719,71.5,120,175,5,88.4,energetic
1009,2023-11-30 00:00:00,20841,10415,70.2,120,135,5,88.4,energetic
1009,2023-12-01 00:00:00,20212,9763,69.8,117,120,0,88.5,energetic
1009,2023-12-02 00:00:00,12713,10086,68.6,113,75,0,88.4,energetic
1009,2023-12-03 00:00:00,25778,9419,70.4,122,130,5,88.4,energetic
1009,2023-12-04 00:00:00,24101,10539,70.7,123,140,10,88.3,energetic
1009,2023-12-05 00:00:00,21187,9073,70.0,120,130,5,88.3,energetic
1009,2023-12-06 00:00:00,13924,10888,69.1,113,85,0,88.2,energetic
1009,2023-12-07 00:00:00,27232,8113,70.8,122,145,5,88.5,energetic
1009,2023-12-08 00:00:00,11941,9120,68.7,107,80,0,88.2,healthy
1009,2023-12-09 00:00:00,25225,8583,70.9,122,160,5,88.3,energetic
1009,2023-12-10 00:00:00,18890,9886,70.0,116,135,0,88.1,energetic
1009,2023-12-11 00:00:00,22808,8358,70.4,122,135,5,88.0,energetic
1009,2023-12-12 00:00:00,20945,8945,70.3,121,120,5,88.1,energetic
1009,2023-12-13 00:00:00,27737,9944,70.5,120,135,15,88.1,energetic
1009,2023-12-14 00:00:00,36937,11738,71.7,124,165,25,88.0,energetic
1009,2023-12-15 00:00:00,31993,10629,71.5,120,180,5,88.2,energetic
1009,2023-12-16 00:00:00,31476,9715,71.9,119,180,0,88.0,energetic
1009,2023-12-17 00:00:00,23835,11783,70.5,121,140,5,87.9,energetic
1009,2023-12-18 00:00:00,16271,10774,69.4,118,95,0,88.0,energetic
1009,2023-12-19 00:00:00,14346,11233,68.9,115,90,0,88.1,energetic
1009,2023-12-20 00:00:00,21391,10576,69.7,118,125,0,88.0,energetic
1009,2023-12-21 00:00:00,25215,8328,70.5,121,130,5,88.0,energetic
1009,2023-12-22 00:00:00,22862,10384,70.4,117,155,0,87.9,energetic
1009,2023-12-23 00:00:00,20851,9926,70.3,122,120,10,87.8,energetic
1009,2023-12-24 00:00:00,21523,8885,70.1,119,130,0,87.7,energetic
1009,2023-12-25 00:00:00,45247,11508,72.1,121,180,15,87.8,energetic
1009,2023-12-26 00:00:00,15961,10032,69.6,106,90,0,87.8,energetic
1009,2023-12-27 00:00:00,16883,8320,69.3,116,110,0,87.9,energetic
1009,2023-12-28 00:00:00,15187,11687,69.3,121,80,10,87.6,energetic
1009,2023-12-29 00:00:00,24921,9857,70.1,119,130,0,87.8,energetic
1009,2023-12-30 00:00:00,17007,11553,69.6,118,125,0,87.4,energetic
1009,2023-12-31 00:00:00,41684,11253,71.2,123,150,10,87.4,energetic
1010,2023-01-01 00:00:00,25356,10943,72.9,121,180,5,109.4,energetic
1010,2023-01-02 00:00:00,16663,11210,71.4,123,95,10,109.5,energetic
1010,2023-01-03 00:00:00,31862,11958,72.8,127,105,45,109.5,over_exercise
1010,2023-01-04 00:00:00,21832,11861,71.8,127,110,15,109.4,energetic
1010,2023-01-05 00:00:00,22541,11352,72.3,120,135,10,109.3,energetic
1010,2023-01-06 00:00:00,17695,9574,71.5,120,110,5,109.3,energetic
1010,2023-01-07 00:00:00,18982,10083,71.9,118,135,0,109.4,energetic
1010,2023-01-08 00:00:00,31083,10739,73.4,123,175,20,109.4,energetic
1010,2023-01-09 00:00:00,16262,8912,71.7,122,90,5,109.3,energetic
1010,2023-01-10 00:00:00,24267,9298,72.2,124,130,20,109.4,energetic
1010,2023-01-11 00:00:00,22394,9536,72.0,122,130,10,109.4,energetic
1010,2023-01-12 00:00:00,14759,8775,71.2,118,110,0,109.1,energetic
1010,2023-01-13 00:00:00,22460,10806,72.3,124,135,10,109.2,energetic
1010,2023-01-14 00:00:00,28164,9078,72.8,122,135,15,109.2,energetic
1010,2023-01-15 00:00:00,10547,9962,70.4,115,70,0,109.2,healthy
1010,2023-01-16 00:00:00,17485,9069,71.6,123,120,5,109.1,energetic
1010,2023-01-17 00:00:00,30125,10042,73.1,127,155,20,109.2,energetic
1010,2023-01-18 00:00:00,22402,8113,72.3,123,125,15,109.2,energetic
1010,2023-01-19 00:00:00,20164,11105,71.4,123,70,25,109.0,energetic
1010,2023-01-20 00:00:00,29785,10760,73.3,122,140,40,109.2,over_exercise
1010,2023-01-21 00:00:00,37604,11089,74.7,124,215,25,109.1,energetic
1010,2023-01-22 00:00:00,15997,9489,71.3,120,100,5,109.1,energetic
1010,2023-01-23 00:00:00,33207,11261,73.3,123,120,50,109.0,over_exercise
1010,2023-01-24 00:00:00,23695,10633,72.4,121,125,20,109.0,energetic
1010,2023-01-25 00:00:00,15080,8650,71.4,104,135,0,109.0,energetic
1010,2023-01-26 00:00:00,29646,10227,73.2,121,160,10,109.0,energetic
1010,2023-01-27 00:00:00,25887,8394,73.1,124,155,5,109.1,energetic
1010,2023-01-28 00:00:00,25382,10240,73.0,121,150,20,108.9,energetic
1010,2023-01-29 00:00:00,24100,8816,72.1,121,135,5,108.7,energetic
1010,2023-01-30 00:00:00,13335,8764,70.9,116,115,0,108.9,energetic
1010,2023-01-31 00:00:00,18180,9124,71.4,125,105,10,109.0,energetic
1010,2023-02-01 00:00:00,24554,8339,73.0,121,190,10,108.6,energetic
1010,2023-02-02 00:00:00,24616,9029,72.3,120,125,15,108.7,energetic
1010,2023-02-03 00:00:00,14988,10548,71.4,109,105,0,108.7,energetic
1010,2023-02-04 00:00:00,17908,11248,71.7,122,120,10,108.7,energetic
1010,2023-02-05 00:00:00,26916,9519,72.2,124,95,25,108.5,energetic
1010,2023-02-06 00:00:00,12658,9067,70.4,119,70,0,108.8,energetic
1010,2023-02-07 00:00:00,20170,10999,71.9,119,150,0,108.7,energetic
1010,2023-02-08 00:00:00,15640,10339,71.4,118,115,0,108.7,energetic
1010,2023-02-09 00:00:00,34699,8686,73.8,121,180,25,108.7,energetic
1010,2023-02-10 00:00:00,15595,8198,71.5,117,110,0,108.6,energetic
1010,2023-02-11 00:00:00,11583,8084,70.8,111,60,0,108.6,healthy
